ID,TIPO_DROGA,UNIDADE_MEDIDA,QTDE_DROGA,QUALIFICACAO,AMBIENTE,DATA_HORA_FATO,ANO_FATO,MES_FATO,MES_FATO_TEXTO,DIA_FATO,DIA_SEMANA_FATO,HORA_FATO,TURNO,CIDADE_FATO,BAIRRO_FATO,ENDERECO_FATO,PT_REF_FATO,RISP,AISP,LONGITUDE,LATITUDE
39701,MACONHA,GRAMA,102,TRÁFICO,,04/05/2022 15:00:00,2022,5,Mai,4,Qua,15,Tarde,Teotônio Vilela,Centro,MULTIRÃO - RUA DOM PEDRO II,SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,364769","-9,902152"
39703,MACONHA,GRAMA,70,TRÁFICO,,04/05/2022 17:44:00,2022,5,Mai,4,Qua,17,Tarde,Maceió,Vergel do Lago,CONJ. JOAQUIM LEÃO,PROXIMO A GUARDA MUNICIPAL,1ª RISP,02ª AISP,"-35,762161","-9,657983"
39711,CRACK,GRAMA,10,TRÁFICO,,04/05/2022 23:00:00,2022,5,Mai,4,Qua,23,Noite,Penedo,Centro,"RUA SÃO MIGUEL (Latitude -10,292175 Longitude -36,5842024000)",SEM INFORMAÇÃO,3ª RISP,19ª AISP,"-36,584207","-10,292177"
39717,MACONHA,GRAMA,73,TRÁFICO,,05/05/2022 18:00:00,2022,5,Mai,5,Qui,18,Noite,Rio Largo,Mata do Rolo,"CONJ. JARBAS OITICICA-QUADRA-H1, 22",PX. A MATA,1ª RISP,09ª AISP,"-35,805102","-9,472984"
39719,COCAINA,GRAMA,4,TRÁFICO,,05/05/2022 18:00:00,2022,5,Mai,5,Qui,18,Noite,Rio Largo,Mata do Rolo,"CONJ. JARBAS OITICICA-QUADRA-H1, 22",PX. A MATA,1ª RISP,09ª AISP,"-35,805102","-9,472984"
39771,MACONHA,GRAMA,90,TRÁFICO,,05/05/2022 22:00:00,2022,5,Mai,5,Qui,22,Noite,Rio Largo,Mata do Rolo,"RUA DOUTOR NELSON DUARTE, 42B-BAIRRO PREFEITO ANTÔNIO LINS-PRÓXIMO À ""LUCY PRODUÇÕES"".",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,813512","-9,501372"
39727,MACONHA,GRAMA,40,TRÁFICO,,06/05/2022 17:00:00,2022,5,Mai,6,Sex,17,Tarde,Pilar,Chã do Pilar,RUA DA GALINHA-PRÓXIMO AO TERMINAL DE ÔNIBUS,SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,952404","-9,5907"
39729,MACONHA,GRAMA,69,TRÁFICO,,06/05/2022 17:00:00,2022,5,Mai,6,Sex,17,Tarde,Maceió,Chã da Jaqueira,ESCADARIA DA GROTA DO BRUNO FERRARI,ESCADARIA DA GROTA DO BRUNO FERRARI,1ª RISP,04ª AISP,"-35,746615","-9,617673"
39731,MACONHA,GRAMA,60,TRÁFICO,,06/05/2022 18:00:00,2022,5,Mai,6,Sex,18,Noite,Rio Largo,Centro,"RUA DAS PEDRINHAS, CUCAU",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,855247","-9,475088"
39737,COCAINA,GRAMA,1,POSSE/USO,,06/05/2022 20:00:00,2022,5,Mai,6,Sex,20,Noite,Girau do Ponciano,Centro,RUA ALAGOAS,SEM INFORMAÇÃO,3ª RISP,21ª AISP,"-36,825106","-9,88484"
39735,MACONHA,GRAMA,5,POSSE/USO,,06/05/2022 21:00:00,2022,5,Mai,6,Sex,21,Noite,Maceió,Ponta Verde,PRAÇA DO SKATE - PONTA VERDE,SEM INFORMAÇÃO,1ª RISP,01ª AISP,"-35,70092","-9,661314"
39733,MACONHA,GRAMA,3100,TRÁFICO,,06/05/2022 23:00:00,2022,5,Mai,6,Sex,23,Noite,Maceió,Cidade Universitária,CONJ. RESID. MACEIÓ 1-BLOCO 294 PA 588A,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,784486","-9,527155"
39739,COCAINA,GRAMA,2,TRÁFICO,,07/05/2022 05:00:00,2022,5,Mai,7,Sáb,5,Madrugada,Arapiraca,Baixão,RUA JOSÉ ALEXANDRE-EM FRENTE À ESCOLA SANTA CLARA,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,670936","-9,750109"
39753,COCAINA,GRAMA,1,POSSE/USO,,07/05/2022 05:00:00,2022,5,Mai,7,Sáb,5,Madrugada,Arapiraca,Baixão,RUA JOSÉ ALEXANDRE,,3ª RISP,16ª AISP,"-36,669997","-9,749844"
39741,MACONHA,GRAMA,90,TRÁFICO,,07/05/2022 07:00:00,2022,5,Mai,7,Sáb,7,Manhã,Maceió,Cidade Universitária,"CONJ.JARDIM SAÚDE,QD 3- PROX ZOONOSES",SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,786632","-9,532113"
39745,COCAINA,GRAMA,20,,,07/05/2022 21:54:00,2022,5,Mai,7,Sáb,21,Noite,Maceió,Vergel do Lago,RUA JOSE CAVALCANTE,PRÓXIMO A ESCADINHA,1ª RISP,02ª AISP,"-35,759292","-9,658872"
39747,CRACK,GRAMA,30,,,07/05/2022 21:54:00,2022,5,Mai,7,Sáb,21,Noite,Maceió,Vergel do Lago,RUA JOSE CAVALCANTE,PRÓXIMO A ESCADINHA,1ª RISP,02ª AISP,"-35,759292","-9,658872"
39743,MACONHA,GRAMA,99,TRÁFICO,,07/05/2022 21:54:00,2022,5,Mai,7,Sáb,21,Noite,Maceió,Vergel do Lago,RUA JOSE CAVALCANTE,PRÓXIMO A ESCADINHA,1ª RISP,02ª AISP,"-35,759292","-9,658872"
39751,MACONHA,GRAMA,82700,TRÁFICO,,07/05/2022 22:00:00,2022,5,Mai,7,Sáb,22,Noite,Maceió,Jacintinho,"RUA ANTÔNIO JOAQUIM DE OLIVEIRA, CJ. JOSÉ DA SILVA PEIXOTO-PROXIMO A PIZZARIA JETE",RUA DE ACESSO A GROTA PAU DARCO 2,1ª RISP,05ª AISP,"-35,71176","-9,633446"
39749,COCAINA,GRAMA,6,POSSE/USO,,07/05/2022 23:00:00,2022,5,Mai,7,Sáb,23,Noite,Carneiros,Centro,"RUA JOSÉ CRISTÓVÃO NETO (Latitude -9,483476 Longitude -37,3768694739)",SEM INFORMAÇÃO,4ª RISP,25ª AISP,"-37,374959","-9,481684"
39767,MACONHA,GRAMA,40,TRÁFICO,,08/05/2022 08:00:00,2022,5,Mai,8,Dom,8,Manhã,Maceió,Cidade Universitária,COMPLEXO PRISIONAL DA CAPITAL,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,783845","-9,55306"
39769,MACONHA,GRAMA,6,POSSE/USO,,08/05/2022 08:00:00,2022,5,Mai,8,Dom,8,Manhã,Maceió,Cidade Universitária,COMPLEXO PRISIONAL DA CAPITAL,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,783845","-9,55306"
39765,MACONHA,GRAMA,500,TRÁFICO,,08/05/2022 10:00:00,2022,5,Mai,8,Dom,10,Manhã,Maceió,Cidade Universitária,SISTEMA PRISIONAL DE MACEIÓ,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,783845","-9,55306"
39759,MACONHA,GRAMA,20,TRÁFICO,,08/05/2022 11:00:00,2022,5,Mai,8,Dom,11,Manhã,Teotônio Vilela,Centro,RUA TIRADENTES,SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,360518","-9,91209"
39757,COCAINA,GRAMA,5,TRÁFICO,,08/05/2022 11:00:00,2022,5,Mai,8,Dom,11,Manhã,Teotônio Vilela,Centro,RUA TIRADENTES,SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,360518","-9,91209"
39761,CRACK,GRAMA,5,TRÁFICO,,08/05/2022 11:00:00,2022,5,Mai,8,Dom,11,Manhã,Teotônio Vilela,Centro,RUA TIRADENTES,SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,360518","-9,91209"
39755,COCAINA,GRAMA,180,TRÁFICO,,08/05/2022 20:00:00,2022,5,Mai,8,Dom,20,Noite,Maceió,Pajuçara,AV DR. ANTONIO GOUVEIA-BALANÇA DO PEIXE,BALANÇA DO PEIXE,1ª RISP,01ª AISP,"-35,712034","-9,666582"
39779,MACONHA,GRAMA,1100,TRÁFICO,,09/05/2022 10:00:00,2022,5,Mai,9,Seg,10,Manhã,Olho d Água das Flores,Centro,"RUA ARISTEU DE QUEIROZ (Latitude -9,533310 Longitude -37,2980016051)",SEM INFORMAÇÃO,4ª RISP,25ª AISP,"-37,294894","-9,540717"
39783,CRACK,GRAMA,7,TRÁFICO,,09/05/2022 10:00:00,2022,5,Mai,9,Seg,10,Manhã,Olho d Água das Flores,Centro,"RUA ARISTEU DE QUEIROZ (Latitude -9,533310 Longitude -37,2980016051)",SEM INFORMAÇÃO,4ª RISP,25ª AISP,"-37,294894","-9,540717"
39787,COCAINA,GRAMA,3,TRÁFICO,,09/05/2022 12:00:00,2022,5,Mai,9,Seg,12,Tarde,Murici,Zona Rural,"CONJUNTO OLAVO CALHEIROS II-QUADRA D (Latitude -9,320891 Longitude -35,9385740000)",SEM INFORMAÇÃO,2ª RISP,12ª AISP,"-35,931249","-9,316532"
39785,MACONHA,GRAMA,6,TRÁFICO,,09/05/2022 12:00:00,2022,5,Mai,9,Seg,12,Tarde,Murici,Centro,"CONJUNTO OLAVO CALHEIROS II-QUADRA D (Latitude -9,320891 Longitude -35,9385740000)",SEM INFORMAÇÃO,2ª RISP,12ª AISP,"-35,938575","-9,320882"
39789,MACONHA,GRAMA,25,TRÁFICO,,09/05/2022 18:00:00,2022,5,Mai,9,Seg,18,Noite,Atalaia,Zona Rural,RUA PRINCIPAL -DEUS É FIEL,SEM INFORMAÇÃO,2ª RISP,13ª AISP,"-36,029389","-9,479181"
39791,MACONHA,GRAMA,19,TRÁFICO,,10/05/2022 09:00:00,2022,5,Mai,10,Ter,9,Manhã,Maceió,Cidade Universitária,CONJ. LUCILA TOLEDO-RUA 1 / QUADRA A-CASA DE PRIMEIRO ANDAR DE CERÂMIICA PRETA,PRÓXIMO A IGREJA ASSEMBLÉIA MISSÃO,1ª RISP,07ª AISP,"-35,768993","-9,542501"
39795,COCAINA,GRAMA,80,TRÁFICO,,10/05/2022 10:00:00,2022,5,Mai,10,Ter,10,Manhã,Maceió,Clima Bom,CONJUNTO COLIBRI-R. MARROCOS - CLIMA BOM-PRÓXIMO IGREJA MÃE RAINHA,SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,790371","-9,577327"
39793,MACONHA,GRAMA,45,TRÁFICO,,10/05/2022 10:00:00,2022,5,Mai,10,Ter,10,Manhã,Maceió,Clima Bom,CONJUNTO COLIBRI-R. MARROCOS - CLIMA BOM-PRÓXIMO IGREJA MÃE RAINHA,SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,790371","-9,577327"
39797,MACONHA,GRAMA,750,TRÁFICO,,10/05/2022 13:00:00,2022,5,Mai,10,Ter,13,Tarde,Maceió,Pitanguinha,RUA DESPORTISTA ORLANDO GOMES DE BARROS-PRÓXIMO À LADEIRA DA MOENDA.,SEM INFORMAÇÃO,1ª RISP,03ª AISP,"-35,730252","-9,639481"
39799,COCAINA,GRAMA,1,TRÁFICO,,10/05/2022 14:10:00,2022,5,Mai,10,Ter,14,Tarde,Penedo,Dom Constantino,TRAVESSA ENGENHEIRO JOAQUIM GONÇALVES,CODEVASF,3ª RISP,19ª AISP,"-36,563039","-10,285926"
39801,COCAINA,GRAMA,600,TRÁFICO,,10/05/2022 15:00:00,2022,5,Mai,10,Ter,15,Tarde,Maceió,Barro Duro,"RUA SÃO JOÃO, NOVO MUNDO-MINI COVENIÊNCIA BOA SORTE",SEM INFORMAÇÃO,1ª RISP,05ª AISP,"-35,725407","-9,619424"
39823,CRACK,GRAMA,25,TRÁFICO,,10/05/2022 20:00:00,2022,5,Mai,10,Ter,20,Noite,Arapiraca,Zona Rural Leste,RUA DA LAGOA-POVOADO CANGANDU,PRÓXIMO A LAGOA  -  CASA ABANDONADA,3ª RISP,17ª AISP,"-36,596751","-9,777434"
39825,MACONHA,GRAMA,160,TRÁFICO,,10/05/2022 20:00:00,2022,5,Mai,10,Ter,20,Noite,Arapiraca,Zona Rural Leste,RUA DA LAGOA-POVOADO CANGANDU,PRÓXIMO A LAGOA  -  CASA ABANDONADA,3ª RISP,17ª AISP,"-36,596751","-9,777434"
39827,COCAINA,GRAMA,1,,,10/05/2022 20:00:00,2022,5,Mai,10,Ter,20,Noite,Arapiraca,Zona Rural Leste,RUA DA LAGOA-POVOADO CANGANDU,PRÓXIMO A LAGOA  -  CASA ABANDONADA,3ª RISP,17ª AISP,"-36,596751","-9,777434"
39821,MACONHA,GRAMA,8,TRÁFICO,,10/05/2022 21:00:00,2022,5,Mai,10,Ter,21,Noite,Maceió,Cidade Universitária,"CONJ. DENISSOM MENEZES-QUADRA 6 (Latitude -9,539504 Longitude -35,7905551000)",EM FRENTE A PRAÇA DO CONJUNTO,1ª RISP,07ª AISP,"-35,771133","-9,543296"
39817,MACONHA,GRAMA,2,TRÁFICO,,10/05/2022 22:00:00,2022,5,Mai,10,Ter,22,Noite,Feliz Deserto,Centro,"RUA VER BENEDITO CARDOSO (Latitude -10,291275 Longitude -36,3037640000)",PRÓXIMO A PONTE,3ª RISP,22ª AISP,"-36,30312","-10,291566"
39819,CRACK,GRAMA,10,TRÁFICO,,10/05/2022 22:00:00,2022,5,Mai,10,Ter,22,Noite,Feliz Deserto,Centro,"RUA VER BENEDITO CARDOSO (Latitude -10,291275 Longitude -36,3037640000)",PRÓXIMO A PONTE,3ª RISP,22ª AISP,"-36,303119","-10,291561"
39829,MACONHA,GRAMA,12,TRÁFICO,,11/05/2022 02:00:00,2022,5,Mai,11,Qua,2,Madrugada,Joaquim Gomes,Zona Rural,ASSENTAMENTO SANTOS APÓSTOLOS,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,773466","-9,14646"
39831,MACONHA,GRAMA,420,TRÁFICO,,11/05/2022 19:00:00,2022,5,Mai,11,Qua,19,Noite,Piranhas,Centro,RUA DA LAGOA-POR TRÁS DA SEDE DA COPES,FUNDOS DA SEDE DA COPS,4ª RISP,24ª AISP,"-36,663896","-9,754591"
39839,MACONHA,GRAMA,700,TRÁFICO,,11/05/2022 20:00:00,2022,5,Mai,11,Qua,20,Noite,Pilar,Zona Rural,BR 316-PRÓXIMO AO POSTO TOTAL GIRO,SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,928363","-9,591183"
39833,MACONHA,GRAMA,33,POSSE/USO,,11/05/2022 21:00:00,2022,5,Mai,11,Qua,21,Noite,Maceió,São Jorge,RUA LEAO-PROXIMO AO MERCADINHO DO LAR.,PRÓXIMO AO EDIFÍCIOOS DO PAR,1ª RISP,05ª AISP,"-35,710146","-9,622763"
39841,MACONHA,GRAMA,460,TRÁFICO,,11/05/2022 22:00:00,2022,5,Mai,11,Qua,22,Noite,Roteiro,Centro,RUA DAS CANAS,SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-35,983468","-9,835485"
39845,COCAINA,GRAMA,15,TRÁFICO,,12/05/2022 11:00:00,2022,5,Mai,12,Qui,11,Manhã,Teotônio Vilela,Centro,"PARQUE DO FUTURO	-RUA PALMARES (Latitude -9,912247 Longitude -36,3660965316)",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,366089","-9,91228"
39843,CRACK,GRAMA,34,TRÁFICO,,12/05/2022 11:00:00,2022,5,Mai,12,Qui,11,Manhã,Teotônio Vilela,Centro,"PARQUE DO FUTURO	-RUA PALMARES (Latitude -9,912247 Longitude -36,3660965316)",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,366089","-9,91228"
39847,MACONHA,GRAMA,70,TRÁFICO,,12/05/2022 11:00:00,2022,5,Mai,12,Qui,11,Manhã,Teotônio Vilela,Centro,"PARQUE DO FUTURO	-RUA PALMARES (Latitude -9,912247 Longitude -36,3660965316)",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,366089","-9,91228"
39853,COCAINA,GRAMA,7,TRÁFICO,,12/05/2022 14:00:00,2022,5,Mai,12,Qui,14,Tarde,Barra de Santo Antônio,Centro,GROTINHA- PROX MERCADINHO NOSSA COMPRA,MERCADINHO NOSSA COMPRA,1ª RISP,11ª AISP,"-35,510866","-9,407671"
39855,MACONHA,GRAMA,55,TRÁFICO,,12/05/2022 14:00:00,2022,5,Mai,12,Qui,14,Tarde,Barra de Santo Antônio,Centro,GROTINHA- PROX MERCADINHO NOSSA COMPRA,MERCADINHO NOSSA COMPRA,1ª RISP,11ª AISP,"-35,510866","-9,407671"
39849,MACONHA,GRAMA,560,TRÁFICO,,12/05/2022 14:00:00,2022,5,Mai,12,Qui,14,Tarde,Arapiraca,Baixão,RUA MAURÍCIO PEREIRA,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,666155","-9,748751"
39851,CRACK,GRAMA,36,TRÁFICO,,12/05/2022 14:00:00,2022,5,Mai,12,Qui,14,Tarde,Barra de Santo Antônio,Centro,GROTINHA- PROX MERCADINHO NOSSA COMPRA,MERCADINHO NOSSA COMPRA,1ª RISP,11ª AISP,"-35,510866","-9,407671"
39857,MACONHA,GRAMA,70,TRÁFICO,,12/05/2022 15:00:00,2022,5,Mai,12,Qui,15,Tarde,Maceió,Cidade Universitária,COMUNIDADE CHAPA QUENTE-POR TRAZ DO TERMINAL DO EUSTAQUIO GOMES,SANDUBARIA CHAPA QUENTE,1ª RISP,07ª AISP,"-35,781611","-9,540438"
39859,MACONHA,GRAMA,70,TRÁFICO,,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,Arapiraca,Brasiliana,"RUA SANTA MADALENA, 48",SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,664164","-9,735692"
39865,COCAINA,GRAMA,100,TRÁFICO,,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,Maceió,Fernão Velho,RUA DA MATA- PROX CAMPO DE FUTEBOL DO ABC,CAMPO DE FUTEBOL DO ABC,1ª RISP,04ª AISP,"-35,797261","-9,584241"
39885,MACONHA,GRAMA,1,POSSE/USO,,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,Maceió,Pajuçara,AV. DR. ANTÔNIO GOUVEIA-BALANÇA DO PEIXE,BALANÇA DO PEIXE,1ª RISP,01ª AISP,"-35,711882","-9,666761"
39861,COCAINA,GRAMA,40,TRÁFICO,,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,Arapiraca,Brasiliana,"RUA SANTA MADALENA, 48",SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,664164","-9,735692"
39863,MACONHA,GRAMA,300,TRÁFICO,,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,Maceió,Fernão Velho,RUA DA MATA- PROX CAMPO DE FUTEBOL DO ABC,CAMPO DE FUTEBOL DO ABC,1ª RISP,04ª AISP,"-35,797261","-9,584241"
39881,CRACK,GRAMA,1,POSSE/USO,,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,Maceió,Pajuçara,AV. DR. ANTÔNIO GOUVEIA-BALANÇA DO PEIXE,BALANÇA DO PEIXE,1ª RISP,01ª AISP,"-35,711882","-9,666761"
39883,OUTRAS,GRAMA,0,POSSE/USO,,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,Maceió,Pajuçara,AV. DR. ANTÔNIO GOUVEIA-BALANÇA DO PEIXE,BALANÇA DO PEIXE,1ª RISP,01ª AISP,"-35,711882","-9,666761"
39867,COCAINA,GRAMA,7,TRÁFICO,,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,São Miguel dos Campos,Centro,"HÉLIO JATOBÁ 3 - QD K6, 7 - PRÓXIMO À LOJA DE CONSTRUÇÃO MARTINS",SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-36,107626","-9,802887"
39875,COCAINA,GRAMA,484,TRÁFICO,,12/05/2022 18:00:00,2022,5,Mai,12,Qui,18,Noite,São Luís do Quitunde,Centro,"ALTO DA GAIA (Latitude -9,308050 Longitude -35,5601793939)",SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,559852","-9,307627"
39877,MACONHA,GRAMA,3,TRÁFICO,,12/05/2022 18:00:00,2022,5,Mai,12,Qui,18,Noite,São Luís do Quitunde,Centro,"ALTO DA GAIA (Latitude -9,308050 Longitude -35,5601793939)",SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,559852","-9,307627"
39869,COCAINA,GRAMA,15,TRÁFICO,,12/05/2022 19:00:00,2022,5,Mai,12,Qui,19,Noite,Maceió,Centro,RUA FERNANDES DE BARRO-PROXIMO AO COLEGIO SAO JOSE,ATENAS BAR,1ª RISP,02ª AISP,"-35,742428","-9,661958"
39873,COCAINA,GRAMA,10,TRÁFICO,,12/05/2022 21:00:00,2022,5,Mai,12,Qui,21,Noite,Maceió,Vergel do Lago,RUA NOVO HORIZONTE-EM FRENTE À CASA DE NÚMERO 35,EM FRENTE À CASA DE NÚMERO 35,1ª RISP,02ª AISP,"-35,760786","-9,654511"
39871,MACONHA,GRAMA,1000,TRÁFICO,,12/05/2022 21:00:00,2022,5,Mai,12,Qui,21,Noite,Maceió,Vergel do Lago,RUA NOVO HORIZONTE-EM FRENTE À CASA DE NÚMERO 35,EM FRENTE À CASA DE NÚMERO 35,1ª RISP,02ª AISP,"-35,760786","-9,654511"
39879,MACONHA,GRAMA,455,TRÁFICO,,12/05/2022 22:00:00,2022,5,Mai,12,Qui,22,Noite,Maceió,Santa Lúcia,RUA MAGDA DANIELE-CONJ NAÇÕES UNIDAS,SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,754879","-9,588568"
39887,COCAINA,GRAMA,30,TRÁFICO,,13/05/2022 15:00:00,2022,5,Mai,13,Sex,15,Tarde,Maceió,Benedito Bentes,AVENIDA CACHOEIRA DO MIRIM-PRÓXIMO AO SHOPPING PÁTIO,SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,727675","-9,544576"
39891,CRACK,GRAMA,117,TRÁFICO,,14/05/2022 00:00:00,2022,5,Mai,14,Sáb,0,Madrugada,São Miguel dos Campos,Centro,"RUA JOSÉ ALVES DA SILVA, 44",DELEGACIA DE POLÍCIA,3ª RISP,20ª AISP,"-36,097745","-9,778175"
39893,MACONHA,GRAMA,574,TRÁFICO,,14/05/2022 00:00:00,2022,5,Mai,14,Sáb,0,Madrugada,São Miguel dos Campos,Centro,"RUA JOSÉ ALVES DA SILVA, 44",DELEGACIA DE POLÍCIA,3ª RISP,20ª AISP,"-36,097745","-9,778175"
39895,MACONHA,GRAMA,1,POSSE/USO,,14/05/2022 15:58:00,2022,5,Mai,14,Sáb,15,Tarde,Maceió,Petrópolis,AVENIDA PETRÓPOLIS,PRÓXIMO DO CAMPO DO COQUEIRINHO.,1ª RISP,04ª AISP,"-35,752575","-9,608653"
39901,MACONHA,GRAMA,65,TRÁFICO,,15/05/2022 10:00:00,2022,5,Mai,15,Dom,10,Manhã,Maceió,Bom Parto,RUA SÃO SEBASTIÃO-NO BECO DA MORTE,SEM INFORMAÇÃO,1ª RISP,04ª AISP,"-35,743986","-9,652652"
39899,COCAINA,GRAMA,25,TRÁFICO,,15/05/2022 10:00:00,2022,5,Mai,15,Dom,10,Manhã,Maceió,Bom Parto,RUA SÃO SEBASTIÃO-NO BECO DA MORTE,SEM INFORMAÇÃO,1ª RISP,04ª AISP,"-35,743986","-9,652652"
39897,CRACK,GRAMA,3,TRÁFICO,,15/05/2022 10:00:00,2022,5,Mai,15,Dom,10,Manhã,Maceió,Bom Parto,RUA SÃO SEBASTIÃO-NO BECO DA MORTE,SEM INFORMAÇÃO,1ª RISP,04ª AISP,"-35,743986","-9,652652"
39913,COCAINA,GRAMA,2,TRÁFICO,,16/05/2022 10:00:00,2022,5,Mai,16,Seg,10,Manhã,Joaquim Gomes,Centro,QUADRA I-MORRO DOS MACACOS,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,750177","-9,135294"
39911,MACONHA,GRAMA,22,TRÁFICO,,16/05/2022 10:00:00,2022,5,Mai,16,Seg,10,Manhã,Joaquim Gomes,Centro,QUADRA I-MORRO DOS MACACOS,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,750177","-9,135294"
39909,CRACK,GRAMA,2,TRÁFICO,,16/05/2022 10:00:00,2022,5,Mai,16,Seg,10,Manhã,Joaquim Gomes,Centro,QUADRA I-MORRO DOS MACACOS,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,750177","-9,135294"
39915,MACONHA,GRAMA,23,TRÁFICO,,16/05/2022 17:00:00,2022,5,Mai,16,Seg,17,Tarde,Teotônio Vilela,Centro,"RUA MANOEL DE ALMEIDA SANTANA- QUADRA Z-BAIRRO JOÃO JOSÉ PEREIRA, 264",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,362831","-9,905969"
39919,LSD,GRAMA,28,TRÁFICO,,16/05/2022 17:00:00,2022,5,Mai,16,Seg,17,Tarde,Teotônio Vilela,Centro,"RUA MANOEL DE ALMEIDA SANTANA- QUADRA Z-BAIRRO JOÃO JOSÉ PEREIRA, 264",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,362831","-9,905969"
39917,COCAINA,GRAMA,800,TRÁFICO,,16/05/2022 17:00:00,2022,5,Mai,16,Seg,17,Tarde,Teotônio Vilela,Centro,"RUA MANOEL DE ALMEIDA SANTANA- QUADRA Z-BAIRRO JOÃO JOSÉ PEREIRA, 264",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,362831","-9,905969"
39923,CRACK,GRAMA,2,TRÁFICO,,17/05/2022 20:00:00,2022,5,Mai,17,Ter,20,Noite,Maragogi,Centro,RUA DE TRÁS DA PRAIA-PRÓXIMO A POUSADA JANGADEIROS,PROXIMO A POUSADA JANGADEIROS,2ª RISP,15ª AISP,"-35,218186","-9,009167"
39925,MACONHA,GRAMA,33,TRÁFICO,,17/05/2022 20:00:00,2022,5,Mai,17,Ter,20,Noite,Maragogi,Centro,RUA DE TRÁS DA PRAIA-PRÓXIMO A POUSADA JANGADEIROS,PROXIMO A POUSADA JANGADEIROS,2ª RISP,15ª AISP,"-35,218186","-9,009167"
39945,COCAINA,GRAMA,1,TRÁFICO,,17/05/2022 21:00:00,2022,5,Mai,17,Ter,21,Noite,Maceió,Benedito Bentes,AVENIDA NOVA PIMENTEL-DEFRONTE A FARMÁCIA PAGUE MENOS,DEFRONTE A FARMÁCIA PAGUE MENOS,1ª RISP,06ª AISP,"-35,722716","-9,546623"
39943,OUTRAS,GRAMA,0,TRÁFICO,,17/05/2022 21:00:00,2022,5,Mai,17,Ter,21,Noite,Maceió,Benedito Bentes,"AV NORMA PIMENTEL-EM FRENTE A PAGUE MENOS, PROXI O CHURRASCO DO MARIO.",DEFRONTE A FARMÁCIA PAGUE MENOS,1ª RISP,06ª AISP,"-35,725425","-9,549459"
39931,MACONHA,GRAMA,190,TRÁFICO,,17/05/2022 23:00:00,2022,5,Mai,17,Ter,23,Noite,Maceió,Clima Bom,"TV. VALFRIDO GERÔNIMO DA ROCHA-RPOXIMO A COBAL (Latitude -9,576361 Longitude -35,7831319181)",MERCEARIA COBAL,1ª RISP,08ª AISP,"-35,783029","-9,57614"
39935,CRACK,GRAMA,250,TRÁFICO,,18/05/2022 16:00:00,2022,5,Mai,18,Qua,16,Tarde,Maceió,Tabuleiro do Martins,"RUA SANTO ANTÔNIO, 06 - CONDOMÍNIO ANTÔNIO RAMOS",ENCONTRO DO SOL CONSTRUÇÕES,1ª RISP,08ª AISP,"-35,754784","-9,563504"
