ID,USO,TIPO_ARMA,MARCA,CALIBRE,FORCA,NUMERACAO_ARMA,FABRICACAO,QUALIFICACAO,RELACAO,AMBIENTE,DATA_HORA_FATO,ANO_FATO,MES_FATO,MES_FATO_TEXTO,DIA_FATO,DIA_SEMANA_FATO,HORA_FATO,TURNO,CIDADE_FATO,BAIRRO_FATO,ENDERECO_FATO,PT_REF_FATO,RISP,AISP,LONGITUDE,LATITUDE
42809,PERMITIDO,REVOLVER,TAURUS,38,PM,794437,NACIONAL,POSSE ILEGAL,Apreendida,,27/04/2022 18:49:00,2022,4,Abr,27,Qua,18,Noite,Pilar,Chã do Pilar,RUA NOSSA SENHORA DAS GRAÇAS,MERCADÃO DO PILAR,1ª RISP,09ª AISP,"-35,957685","-9,597293"
42853,PERMITIDO,PISTOLA,NI,380,PC,,NI,POSSE ILEGAL,Apreendida,Outro,28/04/2022 08:00:00,2022,4,Abr,28,Qui,8,Manhã,Maceió,Tabuleiro do Martins,AVENIDA DURVAL DO GÓES MONTEIRO,SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,763961","-9,585035"
42847,PERMITIDO,ESPINGARDA,CBC,12,PM,30133,NACIONAL,POSSE ILEGAL,Apreendida,Residência,28/04/2022 12:00:00,2022,4,Abr,28,Qui,12,Tarde,Maragogi,Zona Rural,"SÍTIO CORRE ÁGUA (Latitude -8,991645 Longitude -35,2045746692)",SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,204575","-8,991645"
42849,PERMITIDO,ESPINGARDA,NI,22,PM,,NI,POSSE ILEGAL,Apreendida,Residência,28/04/2022 12:00:00,2022,4,Abr,28,Qui,12,Tarde,Maragogi,Zona Rural,"SÍTIO CORRE ÁGUA (Latitude -8,991645 Longitude -35,2045746692)",SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,204575","-8,991645"
42848,PERMITIDO,ESPINGARDA,ROSSI,12,PM,S517845,NACIONAL,POSSE ILEGAL,Apreendida,Residência,28/04/2022 12:00:00,2022,4,Abr,28,Qui,12,Tarde,Maragogi,Zona Rural,"SÍTIO CORRE ÁGUA (Latitude -8,991645 Longitude -35,2045746692)",SEM INFORMAÇÃO,2ª RISP,15ª AISP,"-35,204575","-8,991645"
42845,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,POSSE ILEGAL,Apreendida,Zona Periurbana,28/04/2022 13:00:00,2022,4,Abr,28,Qui,13,Tarde,Rio Largo,Mata do Rolo,"VILA CAVALCANTE-PRÓXIMO AO ANTIGO SUPERMERCADO BARATINHO (	Latitude -9,476003 Longitude -35,8236281000)",PROXIMIDADES DO CISP,1ª RISP,09ª AISP,"-35,841959","-9,481564"
42850,PERMITIDO,PISTOLA,TAURUS,380,PM,00049516/2022,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,28/04/2022 17:00:00,2022,4,Abr,28,Qui,17,Tarde,Rio Largo,Centro,RUA QUIRI BIQUINHA-PROXIMO A BARBERIA DO MANO,SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,844874","-9,482747"
42852,RESTRITO,PISTOLA,TAURUS,9,PM,ABA237083,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,28/04/2022 20:00:00,2022,4,Abr,28,Qui,20,Noite,Paripueira,Centro,AL 101 NORTE-PRÓXIMO AO MANGUEIRAS BAR,SEM INFORMAÇÃO,1ª RISP,11ª AISP,"-35,551427","-9,463853"
42886,PERMITIDO,ESPINGARDA,ROSSI,28,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Residência,30/04/2022 22:00:00,2022,4,Abr,30,Sáb,22,Noite,Maceió,Cidade Universitária,RESIDENCIAL MACEIÓ I-POR TRAS DO BLOCO 587,IMEDIAÇÕES DA RESIDÊNCIA Nº 587,1ª RISP,07ª AISP,"-35,784493","-9,527137"
42883,PERMITIDO,ESPINGARDA,NI,12,PM,,NI,POSSE ILEGAL,Apreendida,Área Rural,30/04/2022 23:00:00,2022,4,Abr,30,Sáb,23,Noite,Arapiraca,Povoado Capim,POVOADO CAPIM-SEGUNDA RUA DO LADO ESQUERDO APÓS ENTRAR NO SÍTIO CAPIM,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,713563","-9,715947"
42884,PERMITIDO,REVOLVER,ARTESANAL,38,PM,,NI,POSSE ILEGAL,Apreendida,Área Rural,30/04/2022 23:00:00,2022,4,Abr,30,Sáb,23,Noite,Arapiraca,Povoado Capim,POVOADO CAPIM-SEGUNDA RUA DO LADO ESQUERDO APÓS ENTRAR NO SÍTIO CAPIM,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,713564","-9,715942"
42898,PERMITIDO,REVOLVER,TAURUS,38,PM,1592023,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,01/05/2022 01:00:00,2022,5,Mai,1,Dom,1,Madrugada,Coqueiro Seco,Centro,"RUA VISTA MAR-LANCHONETE BOM JESUS (Latitude -9,638957 Longitude -35,8019627868)",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,801488","-9,63935"
42901,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Outro,01/05/2022 20:00:00,2022,5,Mai,1,Dom,20,Noite,Maceió,Cidade Universitária,"AVENIDA GABINO BEZOURO, 111",SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,756482","-9,543311"
42899,PERMITIDO,REVOLVER,TAURUS,32,PM,542363,NACIONAL,PORTE ILEGAL,Apreendida,,01/05/2022 20:31:00,2022,5,Mai,1,Dom,20,Noite,São Miguel dos Campos,Centro,"AV. ANIBAL TORRES-QD J, LOTE 15",,3ª RISP,20ª AISP,"-36,098186","-9,792193"
42911,PERMITIDO,REVOLVER,TAURUS,32,PM,722218,NACIONAL,PORTE ILEGAL,Apreendida,,02/05/2022 19:26:00,2022,5,Mai,2,Seg,19,Noite,São Miguel dos Campos,Centro,PROXIMO A BAIXADA DA MOR,,3ª RISP,20ª AISP,"-36,100871","-9,800005"
42912,PERMITIDO,ESPINGARDA,NI,28,PM,,NI,PORTE ILEGAL,Apreendida,,02/05/2022 21:49:00,2022,5,Mai,2,Seg,21,Noite,Rio Largo,Centro,RUA DO QUIRI,PRÓXIMO A BARBEARIA DO MANO,1ª RISP,09ª AISP,"-35,845808","-9,482876"
42928,PERMITIDO,RIFLE,NI,22,PM,,NI,POSSE ILEGAL,Apreendida,Residência,03/05/2022 06:00:00,2022,5,Mai,3,Ter,6,Manhã,Coruripe,Zona Rural,"BARREIRAS-RUA VEREADOR JORGE VENANCIO, 97 - BAIRRO CONHECIDO COMO LINHA[ZONA RURAL]",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,155016","-10,107136"
42927,PERMITIDO,REVOLVER,TAURUS,38,PM,81606,NACIONAL,POSSE ILEGAL,Apreendida,Residência,03/05/2022 06:00:00,2022,5,Mai,3,Ter,6,Manhã,Coruripe,Zona Rural,"BARREIRAS-RUA VEREADOR JORGE VENANCIO, 97 - BAIRRO CONHECIDO COMO LINHA[ZONA RURAL]",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,155016","-10,107136"
42931,PERMITIDO,ESPINGARDA,NI,16,PM,,NI,POSSE ILEGAL,Apreendida,Residência,03/05/2022 06:00:00,2022,5,Mai,3,Ter,6,Manhã,Coruripe,Zona Rural,"BARREIRAS-RUA VEREADOR JORGE VENANCIO, 97 - BAIRRO CONHECIDO COMO LINHA[ZONA RURAL]",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,155016","-10,107136"
42930,PERMITIDO,CARABINA,TAURUS,44,PM,,NACIONAL,POSSE ILEGAL,Apreendida,Residência,03/05/2022 06:00:00,2022,5,Mai,3,Ter,6,Manhã,Coruripe,Zona Rural,"BARREIRAS-RUA VEREADOR JORGE VENANCIO, 97 - BAIRRO CONHECIDO COMO LINHA[ZONA RURAL]",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,155016","-10,107136"
42929,PERMITIDO,ESPINGARDA,CBC,12,PM,1009586,NACIONAL,POSSE ILEGAL,Apreendida,Residência,03/05/2022 06:00:00,2022,5,Mai,3,Ter,6,Manhã,Coruripe,Zona Rural,"BARREIRAS-RUA VEREADOR JORGE VENANCIO, 97 - BAIRRO CONHECIDO COMO LINHA[ZONA RURAL]",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,155016","-10,107136"
42926,PERMITIDO,PISTOLA,TAURUS,765,PM,306407,NACIONAL,POSSE ILEGAL,Apreendida,Residência,03/05/2022 06:00:00,2022,5,Mai,3,Ter,6,Manhã,Coruripe,Zona Rural,"BARREIRAS-RUA VEREADOR JORGE VENANCIO, 97 - BAIRRO CONHECIDO COMO LINHA[ZONA RURAL]",SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,155016","-10,107136"
42933,PERMITIDO,REVOLVER,TAURUS,20,PM,1846,NACIONAL,POSSE ILEGAL,Apreendida,,03/05/2022 08:23:00,2022,5,Mai,3,Ter,8,Manhã,Coruripe,Centro,"RUA FREI LEONARDO LESSA, 40",,3ª RISP,22ª AISP,"-36,180223","-10,117422"
42934,PERMITIDO,REVOLVER,NI,38,PM,3722,NI,POSSE ILEGAL,Apreendida,,03/05/2022 08:23:00,2022,5,Mai,3,Ter,8,Manhã,Coruripe,Centro,"RUA FREI LEONARDO LESSA, 40",,3ª RISP,22ª AISP,"-36,180223","-10,117422"
42935,PERMITIDO,ESPINGARDA,CBC,28,PM,1884422,NACIONAL,POSSE ILEGAL,Apreendida,,03/05/2022 16:29:00,2022,5,Mai,3,Ter,16,Tarde,Santana do Mundaú,Zona Rural,SITIO AGUA FRIA 2,POVOADO R,2ª RISP,12ª AISP,"-36,147053","-9,128141"
42937,NI,ESPINGARDA,NI,NI,PM,,NI,DESOVA,Apreendida,,03/05/2022 18:11:00,2022,5,Mai,3,Ter,18,Noite,União dos Palmares,Zona Rural,BR 205 KM 14,,2ª RISP,12ª AISP,"-35,957784","-9,11692"
42938,PERMITIDO,REVOLVER,INA,32,PM,64397,NACIONAL,POSSE ILEGAL,Apreendida,,03/05/2022 23:19:00,2022,5,Mai,3,Ter,23,Noite,São Miguel dos Campos,Centro,"LADEIRA DO CEMITÉRIO, 1310","Latitude -9,781121 Longitude -36,0994081000",3ª RISP,20ª AISP,"-36,104561","-9,785367"
42950,PERMITIDO,REVOLVER,TAURUS,38,PM,N174663,NACIONAL,POSSE ILEGAL,Apreendida,Residência,04/05/2022 06:00:00,2022,5,Mai,4,Qua,6,Manhã,Maceió,Benedito Bentes,"CONJ. SELMA BANDEIRA	RUA C, 02 - RUA DO CRAS (Latitude -9,571837 Longitude -35,7180673604)",SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,718068","-9,571796"
42958,PERMITIDO,ESPINGARDA,ROSSI,36,PM,2466,NACIONAL,POSSE ILEGAL,Apreendida,Residência,04/05/2022 11:00:00,2022,5,Mai,4,Qua,11,Manhã,Estrela de Alagoas,Zona Rural,"POVOADO RENASCENÇA (Latitude -9,389692 Longitude -36,7567969688)",SEM INFORMAÇÃO,3ª RISP,18ª AISP,"-36,753076","-9,398999"
42951,NI,ESPINGARDA,NI,NI,PM,,NI,PORTE ILEGAL,Apreendida,Residência,04/05/2022 11:00:00,2022,5,Mai,4,Qua,11,Manhã,Estrela de Alagoas,Zona Rural,"SÍTIO BOQUEIRÃO (Latitude -9,389607 Longitude -36,7573119529)",SEM INFORMAÇÃO,3ª RISP,18ª AISP,"-36,752831","-9,395424"
42957,PERMITIDO,ESPINGARDA,NI,36,PM,,NI,POSSE ILEGAL,Apreendida,Residência,04/05/2022 12:00:00,2022,5,Mai,4,Qua,12,Tarde,Estrela de Alagoas,Zona Rural,POVOADO RENASCENÇA,PROX. A IGREJA CATOLICA,3ª RISP,18ª AISP,"-36,753076","-9,398999"
42956,PERMITIDO,ESPINGARDA,BOITO,12,PM,E258430,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,04/05/2022 15:00:00,2022,5,Mai,4,Qua,15,Tarde,Maceió,Clima Bom,BR 316-NO POSTO BR PETROBRAS,SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,789576","-9,565035"
42953,PERMITIDO,ESPINGARDA,ARTESANAL,32,PM,,NACIONAL,DESOVA,Apreendida,Via Pública,04/05/2022 15:00:00,2022,5,Mai,4,Qua,15,Tarde,Messias,Zona Rural,LOTEAMENTO BITITINGA,SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,855975","-9,394854"
42954,PERMITIDO,ESPINGARDA,ARTESANAL,32,PM,,NI,DESOVA,Apreendida,,04/05/2022 16:58:00,2022,5,Mai,4,Qua,16,Tarde,Messias,Zona Rural,LOTEAMENTO BITITINGA,,1ª RISP,09ª AISP,"-35,855975","-9,394854"
42986,PERMITIDO,REVOLVER,ROSSI,38,PM,D756424,NACIONAL,DESOVA,Apreendida,Outro,05/05/2022 06:00:00,2022,5,Mai,5,Qui,6,Manhã,Maceió,Santos Dumont,AVENIDA ENGENHEIRO CORINTHO CAMPELO DA PAZ-PRÓXIMO AO CEASA,PRÓXIMO A CEASA,1ª RISP,07ª AISP,"-35,790469","-9,548294"
42987,PERMITIDO,REVOLVER,TAURUS,38,PM,1691991,NACIONAL,POSSE ILEGAL,Apreendida,Outro,05/05/2022 09:00:00,2022,5,Mai,5,Qui,9,Manhã,Rio Largo,Centro,"RUA SANTA MARIA, 4921-PRÓXIMO AO CONJUNTO MUTIRÃO",PRÓXIMO AO CONJUNTO MUTIRÃO,1ª RISP,09ª AISP,"-35,856461","-9,483621"
42989,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,05/05/2022 12:00:00,2022,5,Mai,5,Qui,12,Tarde,Maceió,Poço,RUA COSTA LEITE-PROXIMO A TRANSPAL,PRÓXIMO AO RIACHO SALGADINHO,1ª RISP,01ª AISP,"-35,732273","-9,667032"
43003,PERMITIDO,ESPINGARDA,CBC,12,PM,7384,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,06/05/2022 17:00:00,2022,5,Mai,6,Sex,17,Tarde,Maceió,Chã de Bebedouro,ESCADARIA DA GROTA DO BRUNO FERRARI,ESCADARIA DA GROTA DO BRUNO FERRARI,1ª RISP,04ª AISP,"-35,757119","-9,616897"
43005,PERMITIDO,ESPINGARDA,NI,12,PM,,NI,PORTE ILEGAL,Apreendida,Via Pública,06/05/2022 18:00:00,2022,5,Mai,6,Sex,18,Noite,Rio Largo,Centro,"RUA DAS PEDRINHAS, CUCAU",SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,855256","-9,47509"
43006,PERMITIDO,REVOLVER,TAURUS,38,PM,455914,NACIONAL,POSSE ILEGAL,Apreendida,Zona Urbana,06/05/2022 23:00:00,2022,5,Mai,6,Sex,23,Noite,Maceió,Cidade Universitária,CONJ. RESID. MACEIÓ 1-BLOCO 294 PA 588A,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,784489","-9,527146"
43016,PERMITIDO,REVOLVER,TAURUS,38,PM,J1354847,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,07/05/2022 21:00:00,2022,5,Mai,7,Sáb,21,Noite,Maceió,Benedito Bentes,GROTA DA ALEGRIA-BECO PRÓXIMO A VENDA DA DONA ROSA E RUA SÃO PAULO,BECO PRÓXIMO A VENDA DA DONA ROSA E RUA SÃO PAULO,1ª RISP,06ª AISP,"-35,731511","-9,552318"
43025,PERMITIDO,REVOLVER,ROSSI,38,PM,550423,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,08/05/2022 00:00:00,2022,5,Mai,8,Dom,0,Madrugada,Marechal Deodoro,Francês,"RUA CORIMÃ, 274 - PROX A UPA",MALHADAS,1ª RISP,10ª AISP,"-35,851508","-9,775426"
43028,PERMITIDO,REVOLVER,TAURUS,38,PM,1871796,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,08/05/2022 08:00:00,2022,5,Mai,8,Dom,8,Manhã,Atalaia,Centro,RUA MARECHAL DEODORO,SEM INFORMAÇÃO,2ª RISP,13ª AISP,"-36,02391","-9,501174"
43033,PERMITIDO,ESPINGARDA,NI,12,GM,,NI,POSSE ILEGAL,Apreendida,Via Pública,08/05/2022 11:00:00,2022,5,Mai,8,Dom,11,Manhã,Teotônio Vilela,Centro,RUA TIRADENTES,SEM INFORMAÇÃO,3ª RISP,22ª AISP,"-36,360557","-9,912015"
43027,PERMITIDO,ESPINGARDA,ARTESANAL,12,PM,,NI,PORTE ILEGAL,Apreendida,Residência,08/05/2022 11:00:00,2022,5,Mai,8,Dom,11,Manhã,Marechal Deodoro,Centro,"POEIRA-RUA DOS CAJUEIROS, 582 - PRÓXIMO AO COLÉGIO ROSA (Latitude -9,707472 Longitude -35,8956834383)",SEM INFORMAÇÃO,1ª RISP,10ª AISP,"-35,895682","-9,707459"
43030,RESTRITO,PISTOLA,TAURUS,9,PM,ACH186841,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,08/05/2022 19:00:00,2022,5,Mai,8,Dom,19,Noite,Pilar,Zona Rural,GRUJAÚ-ESTRADA DO LAMARÃO-SENTIDO ORLA,SEM INFORMAÇÃO,1ª RISP,09ª AISP,"-35,93667","-9,564729"
43031,RESTRITO,PISTOLA,TAURUS,9,PM,ACJ228313,NACIONAL,PORTE ILEGAL,Apreendida,,08/05/2022 23:52:00,2022,5,Mai,8,Dom,23,Noite,São Sebastião,Centro,LOTEAMENTO SÃO FRANCISCO,"ENTRA NA RUA DO GINÁSIO DE ESPORTE, PRÓXIMO TAMBÉM A ÚNICA ANTENA DE CELULAR QUE TEM NO CENTRO.",3ª RISP,19ª AISP,"-36,547768","-9,936961"
43049,RESTRITO,PISTOLA,TAURUS,40,PM,KEK22855,NACIONAL,POSSE ILEGAL,Apreendida,Outro,09/05/2022 09:00:00,2022,5,Mai,9,Seg,9,Manhã,Rio Largo,Centro,"RUA SANTA MARIA, 15-PRÓXIMO A GELADINHO GOURMET DA ANA-(Latitude -9,481593 Longitude -35,8539628000)",PRÓXIMO AO GELADINHO GOURMET DA ANA,1ª RISP,09ª AISP,"-35,85641","-9,483596"
43048,PERMITIDO,REVOLVER,ARTESANAL,22,PM,,NI,PORTE ILEGAL,Apreendida,Via Pública,09/05/2022 10:00:00,2022,5,Mai,9,Seg,10,Manhã,Olho d Água das Flores,Centro,"RUA ARISTEU DE QUEIROZ (Latitude -9,533310 Longitude -37,2980016051)",SEM INFORMAÇÃO,4ª RISP,25ª AISP,"-37,295022","-9,540994"
43051,PERMITIDO,REVOLVER,TAURUS,38,PM,HW956038,NACIONAL,POSSE ILEGAL,Apreendida,Outro,09/05/2022 11:00:00,2022,5,Mai,9,Seg,11,Manhã,Maceió,São Jorge,"RUA IPANEMA-PRÓXIMO AO BAR DO SEU LUIZ (Latitude -9,628967 Longitude -35,7124031000)",PRÓXIMO AO BAR DO SEU LUIZ,1ª RISP,05ª AISP,"-35,712404","-9,628959"
43047,PERMITIDO,GARRUNCHA,ARTESANAL,NI,PM,,NI,PORTE ILEGAL,Apreendida,Outro,09/05/2022 12:00:00,2022,5,Mai,9,Seg,12,Tarde,Maceió,Levada,MERCADO DA PRODUÇÃO-RUA SANTA FÉ-POR TRÁS DO CONDOMÍNIO LEVIA PIMENTEL,POR TRÁS DO FERRO VELHO DO DINHO,1ª RISP,02ª AISP,"-35,746275","-9,658868"
43050,PERMITIDO,REVOLVER,TAURUS,38,PM,KR85722,NACIONAL,PORTE ILEGAL,Apreendida,Residência,09/05/2022 13:00:00,2022,5,Mai,9,Seg,13,Tarde,Arapiraca,Manoel Teles,RUA BOM CONSELHO,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,667834","-9,753966"
43052,PERMITIDO,REVOLVER,NI,38,PM,EE62747,NI,PORTE ILEGAL,Apreendida,,09/05/2022 18:33:00,2022,5,Mai,9,Seg,18,Noite,Porto Calvo,Centro,RUA DA MATANÇA,,2ª RISP,15ª AISP,"-35,397801","-9,05238"
43053,PERMITIDO,PISTOLA,GLOCK,380,PM,LUH187,ESTRANGEIRA,PORTE ILEGAL,Apreendida,,09/05/2022 23:51:00,2022,5,Mai,9,Seg,23,Noite,Maceió,Prado,RUA MANAUS,,1ª RISP,02ª AISP,"-35,749521","-9,671717"
43080,PERMITIDO,REVOLVER,SMITH & WESSON,32,PM,629562,NACIONAL,PORTE ILEGAL,Apreendida,Área Rural,10/05/2022 00:00:00,2022,5,Mai,10,Ter,0,Madrugada,União dos Palmares,Zona Rural,LOTEAMENTO FRIOS,SEM INFORMAÇÃO,2ª RISP,12ª AISP,"-35,9982","-9,165785"
43081,PERMITIDO,REVOLVER,TAURUS,32,PM,688908,NACIONAL,PORTE ILEGAL,Apreendida,,10/05/2022 09:52:00,2022,5,Mai,10,Ter,9,Manhã,São Sebastião,Zona Rural,POVOADO LIMOEIRINHO,,3ª RISP,19ª AISP,"-36,541354","-9,847305"
43082,PERMITIDO,REVOLVER,TAURUS,38,PM,937787,NACIONAL,POSSE ILEGAL,Apreendida,Residência,10/05/2022 15:00:00,2022,5,Mai,10,Ter,15,Tarde,Maceió,Cidade Universitária,CONJ. VILAGE CAMPESTRE II-AVENIDA ARNON DE MELLO-PROXIMO AO BAR BETE,SEM INFORMAÇÃO,1ª RISP,07ª AISP,"-35,756482","-9,54755"
43085,PERMITIDO,REVOLVER,TAURUS,38,PM,OF29377,NACIONAL,PORTE ILEGAL,Apreendida,,10/05/2022 21:01:00,2022,5,Mai,10,Ter,21,Noite,Arapiraca,Zona Rural Leste,RUA DA LAGOA,,3ª RISP,17ª AISP,"-36,575009","-9,798756"
43084,PERMITIDO,REVOLVER,TAURUS,38,PM,BX90241,NACIONAL,PORTE ILEGAL,Apreendida,,10/05/2022 21:01:00,2022,5,Mai,10,Ter,21,Noite,Arapiraca,Zona Rural Leste,RUA DA LAGOA,,3ª RISP,17ª AISP,"-36,575009","-9,798756"
43105,PERMITIDO,ESPINGARDA,NI,28,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Área Rural,11/05/2022 02:00:00,2022,5,Mai,11,Qua,2,Madrugada,Joaquim Gomes,Zona Rural,ASSENTAMENTO SANTOS APÓSTOLOS,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,73894","-9,132282"
43104,PERMITIDO,ESPINGARDA,NI,NI,PM,,NI,PORTE ILEGAL,Apreendida,Área Rural,11/05/2022 02:00:00,2022,5,Mai,11,Qua,2,Madrugada,Joaquim Gomes,Zona Rural,ASSENTAMENTO SANTOS APÓSTOLOS,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,73894","-9,132282"
43107,PERMITIDO,ESPINGARDA,CBC,32,PM,7224433,NACIONAL,POSSE ILEGAL,Apreendida,Área Rural,11/05/2022 13:00:00,2022,5,Mai,11,Qua,13,Tarde,Atalaia,Zona Rural,POVOADO VARZEA II (S 9.5479 W 36.0647),SEM INFORMAÇÃO,2ª RISP,13ª AISP,"-36,0647","-9,5479"
43109,PERMITIDO,ESPINGARDA,ROSSI,12,PM,R48423,NACIONAL,PORTE ILEGAL,Apreendida,Outro,11/05/2022 17:00:00,2022,5,Mai,11,Qua,17,Tarde,Arapiraca,Cacimbas,AVENIDA CORONEL VICENTE RAMOS-APÓS A RETÍFICA DO NALDO,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,668776","-9,765187"
43111,PERMITIDO,REVOLVER,TAURUS,38,PM,MK872468,NACIONAL,PORTE ILEGAL,Apreendida,Outro,11/05/2022 17:00:00,2022,5,Mai,11,Qua,17,Tarde,Arapiraca,Cacimbas,AVENIDA CORONEL VICENTE RAMOS-APÓS A RETÍFICA DO NALDO,SEM INFORMAÇÃO,3ª RISP,16ª AISP,"-36,668776","-9,765187"
43112,PERMITIDO,REVOLVER,NI,32,PM,5543,NI,PORTE ILEGAL,Apreendida,,11/05/2022 18:51:00,2022,5,Mai,11,Qua,18,Noite,Piranhas,Centro,AV SERGIPE,GINÁSIO DE ESPORTES,4ª RISP,24ª AISP,"-37,763495","-9,611112"
43134,NI,GARRUNCHA,ARTESANAL,NI,PM,,NI,POSSE ILEGAL,Apreendida,Outro,11/05/2022 22:00:00,2022,5,Mai,11,Qua,22,Noite,Roteiro,Centro,RUA DAS CANAS,SEM INFORMAÇÃO,3ª RISP,20ª AISP,"-35,980758","-9,83244"
43136,PERMITIDO,REVOLVER,TAURUS,38,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,12/05/2022 01:00:00,2022,5,Mai,12,Qui,1,Madrugada,Colônia Leopoldina,Centro,RUA DA CAPELA,SEM INFORMAÇÃO,2ª RISP,14ª AISP,"-35,722321","-8,910491"
43137,PERMITIDO,ESPINGARDA,NI,12,PM,,NI,DESOVA,Apreendida,Outro,12/05/2022 17:00:00,2022,5,Mai,12,Qui,17,Tarde,Maceió,Fernão Velho,RUA DA MATA- PROX CAMPO DE FUTEBOL DO ABC,CAMPO DE FUTEBOL DO ABC,1ª RISP,04ª AISP,"-35,797382","-9,584053"
43141,PERMITIDO,GARRUNCHA,NI,22,PM,,NI,DESOVA,Apreendida,,12/05/2022 21:00:00,2022,5,Mai,12,Qui,21,Noite,Maceió,Levada,MERCADO DA PRODUÇÃO,PRÓXIMO AO TERMINAL DE ÔNIBUS DO MERCADO,1ª RISP,02ª AISP,"-35,745169","-9,658686"
43142,PERMITIDO,REVOLVER,NI,32,PM,,NI,DESOVA,Apreendida,Via Pública,12/05/2022 21:00:00,2022,5,Mai,12,Qui,21,Noite,Maceió,Levada,MERCADO DA PRODUÇÃO-PRÓXIMO AO TERMINAL DE ÔNIBUS DO MERCADO,PRÓXIMO AO TERMINAL DE ÔNIBUS DO MERCADO,1ª RISP,02ª AISP,"-35,745169","-9,658686"
43138,PERMITIDO,REVOLVER,ROSSI,32,PM,,NACIONAL,PORTE ILEGAL,Apreendida,Via Pública,12/05/2022 22:00:00,2022,5,Mai,12,Qui,22,Noite,Maceió,Santa Lúcia,RUA MAGDA DANIELE-CONJ NAÇÕES UNIDAS,SEM INFORMAÇÃO,1ª RISP,08ª AISP,"-35,754935","-9,588633"
43140,PERMITIDO,GARRUNCHA,ARTESANAL,NI,PM,,NI,PORTE ILEGAL,Apreendida,,12/05/2022 23:20:00,2022,5,Mai,12,Qui,23,Noite,Maceió,Santos Dumont,RUA CORINTO CAMPELO DA PAZ,PRÓXIMO AO PASSAPORTE DO GILMAR,1ª RISP,07ª AISP,"-35,790465","-9,548293"
43155,PERMITIDO,ESPINGARDA,ROSSI,12,PM,,NACIONAL,POSSE ILEGAL,Apreendida,,13/05/2022 13:12:00,2022,5,Mai,13,Sex,13,Tarde,Porto de Pedras,Zona Rural,FAZENDA VALE VERDE,,2ª RISP,15ª AISP,"-35,449357","-9,108839"
43154,PERMITIDO,ESPINGARDA,ROSSI,28,PM,113532,NACIONAL,POSSE ILEGAL,Apreendida,,13/05/2022 13:12:00,2022,5,Mai,13,Sex,13,Tarde,Porto de Pedras,Zona Rural,FAZENDA VALE VERDE,,2ª RISP,15ª AISP,"-35,449357","-9,108839"
43157,PERMITIDO,REVOLVER,TAURUS,38,PM,MB737670,NACIONAL,PORTE ILEGAL,Apreendida,Outro,13/05/2022 15:00:00,2022,5,Mai,13,Sex,15,Tarde,Maceió,Benedito Bentes,AVENIDA CACHOEIRA DO MIRIM-PRÓXIMO AO SHOPPING PÁTIO,SEM INFORMAÇÃO,1ª RISP,06ª AISP,"-35,73412","-9,550823"
